Frequency (Hz)	Level (dB)
9808.374023	-67.357231
9819.140625	-66.573303
9829.907227	-65.257851
9840.673828	-65.352493
9851.440430	-64.430542
9862.207031	-63.917957
9872.973633	-64.155792
9883.740234	-65.432892
9894.506836	-67.288406
9905.273438	-66.056679
9916.040039	-66.389000
9926.806641	-68.063171
9937.573242	-67.452385
9948.339844	-66.840988
9959.106445	-66.224426
9969.873047	-66.960701
9980.639648	-66.845253
9991.406250	-66.386688
10002.172852	-65.755089
10012.939453	-67.917297
10023.706055	-66.720245
10034.472656	-66.609612
10045.239258	-67.806786
10056.005859	-66.513252
10066.772461	-64.944893
10077.539062	-66.367203
10088.305664	-67.712173
10099.072266	-68.726280
10109.838867	-66.535461
10120.605469	-65.473488
10131.372070	-66.715050
10142.138672	-68.530716
10152.905273	-67.693260
10163.671875	-69.286163
10174.438477	-68.919106
10185.205078	-69.075882
10195.971680	-68.266838
10206.738281	-67.072395
10217.504883	-67.298813
10228.271484	-69.101898
10239.038086	-69.213821
10249.804688	-68.750755
10260.571289	-68.451065
10271.337891	-67.503082
10282.104492	-66.059441
10292.871094	-67.011719
10303.637695	-67.614433
10314.404297	-66.446144
10325.170898	-66.749168
10335.937500	-66.592484
10346.704102	-66.564812
10357.470703	-66.320343
10368.237305	-66.186607
10379.003906	-65.557793
10389.770508	-65.959244
10400.537109	-67.745483
10411.303711	-68.292252
10422.070312	-67.201019
10432.836914	-67.726799
10443.603516	-66.817459
10454.370117	-67.161629
10465.136719	-68.781380
10475.903320	-69.726852
10486.669922	-67.564880
10497.436523	-67.482986
10508.203125	-66.714798
10518.969727	-66.574753
10529.736328	-67.793472
10540.502930	-68.042717
10551.269531	-68.277710
10562.036133	-67.710464
10572.802734	-65.673485
10583.569336	-66.271774
10594.335938	-68.979897
10605.102539	-69.678322
10615.869141	-68.964165
10626.635742	-68.186966
10637.402344	-66.663780
10648.168945	-67.908211
10658.935547	-70.352348
10669.702148	-69.097366
10680.468750	-67.313728
10691.235352	-67.721008
10702.001953	-68.473442
10712.768555	-67.682503
10723.535156	-68.439873
10734.301758	-68.607452
10745.068359	-69.334267
10755.834961	-70.431313
10766.601562	-70.650497
10777.368164	-71.033104
10788.134766	-70.231857
10798.901367	-70.494514
10809.667969	-71.147934
10820.434570	-72.033806
10831.201172	-71.648758
10841.967773	-71.479988
10852.734375	-71.657288
10863.500977	-70.301926
10874.267578	-72.386848
10885.034180	-73.668915
10895.800781	-74.094322
10906.567383	-72.940002
10917.333984	-72.245880
10928.100586	-72.218208
10938.867188	-71.473747
10949.633789	-70.083549
10960.400391	-68.695961
10971.166992	-69.182739
10981.933594	-70.885178
10992.700195	-70.979958
11003.466797	-71.337395
11014.233398	-71.155739
11025.000000	-69.480247
11035.766602	-68.629005
11046.533203	-68.498749
11057.299805	-67.630608
11068.066406	-67.622505
11078.833008	-68.455994
11089.599609	-68.590996
11100.366211	-69.640190
11111.132812	-71.669815
11121.899414	-70.572678
11132.666016	-70.086647
11143.432617	-71.697540
11154.199219	-71.572701
11164.965820	-71.982841
11175.732422	-68.579529
11186.499023	-68.196274
11197.265625	-71.542656
11208.032227	-71.938393
11218.798828	-71.407784
11229.565430	-73.098274
11240.332031	-74.262871
11251.098633	-74.294022
11261.865234	-73.759308
11272.631836	-73.421539
11283.398438	-74.210503
11294.165039	-73.184364
11304.931641	-72.496094
11315.698242	-72.474762
11326.464844	-72.682892
11337.231445	-72.069077
11347.998047	-71.630608
11358.764648	-72.235107
11369.531250	-71.035980
11380.297852	-71.111908
11391.064453	-71.397453
11401.831055	-69.079117
11412.597656	-69.494431
11423.364258	-68.337952
11434.130859	-68.707108
11444.897461	-70.572327
11455.664062	-70.742233
11466.430664	-70.048157
11477.197266	-71.148125
11487.963867	-70.945435
11498.730469	-70.973648
11509.497070	-70.603653
11520.263672	-71.115486
11531.030273	-71.054230
11541.796875	-69.717270
11552.563477	-69.659660
11563.330078	-70.999283
11574.096680	-70.740623
11584.863281	-72.422760
11595.629883	-72.826584
11606.396484	-71.932999
11617.163086	-70.972870
11627.929688	-69.959938
11638.696289	-70.100670
11649.462891	-69.809418
11660.229492	-68.883720
11670.996094	-69.432594
11681.762695	-69.952446
11692.529297	-68.996712
11703.295898	-68.887039
11714.062500	-70.177597
11724.829102	-71.276009
11735.595703	-71.039505
11746.362305	-70.386993
11757.128906	-70.288956
11767.895508	-69.641129
11778.662109	-70.260017
11789.428711	-71.815468
11800.195312	-72.195473
11810.961914	-70.073517
11821.728516	-70.013062
11832.495117	-71.351746
11843.261719	-71.365273
11854.028320	-70.661972
11864.794922	-70.655205
11875.561523	-70.446144
11886.328125	-70.425194
11897.094727	-71.241150
11907.861328	-72.093689
11918.627930	-71.776474
11929.394531	-71.418701
11940.161133	-71.399933
11950.927734	-71.616287
11961.694336	-71.121902
11972.460938	-71.438583
11983.227539	-70.827202
11993.994141	-71.359947
12004.760742	-72.413986
12015.527344	-72.835762
12026.293945	-73.522369
12037.060547	-73.714821
12047.827148	-73.260056
12058.593750	-74.126129
12069.360352	-73.507454
12080.126953	-72.167107
12090.893555	-70.238708
12101.660156	-70.453926
12112.426758	-72.185310
12123.193359	-72.087723
12133.959961	-73.143867
12144.726562	-73.827713
12155.493164	-74.895370
12166.259766	-74.017891
12177.026367	-73.999992
12187.792969	-74.085403
12198.559570	-73.272820
12209.326172	-72.950905
12220.092773	-72.710777
12230.859375	-73.296310
12241.625977	-74.950806
12252.392578	-75.420486
12263.159180	-75.823029
12273.925781	-74.926178
12284.692383	-75.360298
12295.458984	-75.817749
12306.225586	-75.456017
12316.992188	-74.264305
12327.758789	-74.224045
12338.525391	-74.103935
12349.291992	-74.360222
12360.058594	-75.077530
12370.825195	-73.682220
12381.591797	-72.885979
12392.358398	-73.246323
12403.125000	-72.445328
12413.891602	-73.245918
12424.658203	-74.867035
12435.424805	-73.836014
12446.191406	-73.231850
12456.958008	-73.823692
12467.724609	-72.935532
12478.491211	-73.154915
12489.257812	-75.139305
12500.024414	-74.947830
12510.791016	-75.447105
12521.557617	-74.378632
12532.324219	-73.305054
12543.090820	-75.714752
